date,driver_name,vehicle,model_year,driver_id,stop_index,from_lat,from_lon,to_lat,to_lon,euro_class,from_label,to_label,distance_km,accumulated_distance_km,travel_time,accumulated_travel_time,arrival_time,lateness_status,to_geometry_type,confidence_score
01/03/2025,Trần Minh Tuấn,Thaco K165S (Euro 2),2012,D-02,35,21.032244,105.786987,21.048353,105.796265,Euro 2,Customer,Customer,2.648,89.771,00:07:29,04:35:35,01/03/2026 19:38,Late,ROOFTOP,1
01/03/2025,Trần Minh Tuấn,Thaco K165S (Euro 2),2012,D-02,36,21.048353,105.796265,21.041528,105.794352,Euro 2,Customer,Customer,1.047,90.818,00:04:05,04:39:40,01/03/2026 19:52,Late,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,2,21.042776,105.80316,21.014065,105.85054,Euro 4,Company,Customer,8.592,10.382,00:26:38,00:32:33,01/03/2026 09:26,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,3,21.014065,105.85054,21.024363,105.851942,Euro 4,Customer,Customer,1.508,11.89,00:07:23,00:39:56,01/03/2026 09:44,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,4,21.024363,105.851942,21.004702,105.851224,Euro 4,Customer,Customer,2.441,14.331,00:11:36,00:51:32,01/03/2026 10:05,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,5,21.004702,105.851224,21.014367,105.849318,Euro 4,Customer,Customer,1.855,16.186,00:08:12,00:59:44,01/03/2026 10:23,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,6,21.014367,105.849318,21.006816,105.85478,Euro 4,Customer,Customer,1.33,17.516,00:05:51,01:05:35,01/03/2026 10:39,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,7,21.006816,105.85478,21.026721,105.843857,Euro 4,Customer,Customer,3.305,20.821,00:13:20,01:18:55,01/03/2026 11:03,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,8,21.026721,105.843857,21.010506,105.850148,Euro 4,Customer,Customer,2.507,23.328,00:11:32,01:30:27,01/03/2026 11:24,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,9,21.010506,105.850148,20.996731,105.86276,Euro 4,Customer,Customer,3.893,27.221,00:13:18,01:43:45,01/03/2026 11:47,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,10,20.996731,105.86276,21.013534,105.849842,Euro 4,Customer,Customer,3.415,30.636,00:13:28,01:57:13,01/03/2026 12:11,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,11,21.013534,105.849842,21.003882,105.847607,Euro 4,Customer,Customer,1.964,32.6,00:07:17,02:04:30,01/03/2026 13:07,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,12,21.003882,105.847607,21.018121,105.856752,Euro 4,Customer,Customer,2.63,35.23,00:09:34,02:14:04,01/03/2026 13:26,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,13,21.018121,105.856752,21.004389,105.854878,Euro 4,Customer,Customer,2.382,37.612,00:08:36,02:22:40,01/03/2026 13:44,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,14,21.004389,105.854878,20.993891,105.856109,Euro 4,Customer,Customer,2.231,39.843,00:08:37,02:31:17,01/03/2026 14:03,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,15,20.993891,105.856109,21.012648,105.849953,Euro 4,Customer,Customer,3,42.843,00:11:27,02:42:44,01/03/2026 14:24,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,16,21.012648,105.849953,21.028132,105.849913,Euro 4,Customer,Customer,2.223,45.066,00:10:28,02:53:12,01/03/2026 14:43,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,17,21.028132,105.849913,21.017179,105.853076,Euro 4,Customer,Customer,1.807,46.873,00:08:59,03:02:11,01/03/2026 15:01,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,18,21.017179,105.853076,20.998633,105.847569,Euro 4,Customer,Customer,3.277,50.15,00:11:17,03:13:28,01/03/2026 15:22,On Time,GEOMETRIC_CENTER,0.5
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,19,20.998633,105.847569,20.995923,105.868876,Euro 4,Customer,Customer,3.031,53.181,00:09:15,03:22:43,01/03/2026 15:41,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,20,20.995923,105.868876,20.986573,105.855197,Euro 4,Customer,Customer,2.823,56.004,00:10:22,03:33:05,01/03/2026 16:01,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,21,20.986573,105.855197,21.025254,105.858251,Euro 4,Customer,Customer,6.447,62.451,00:17:37,03:50:42,01/03/2026 16:28,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,22,21.025254,105.858251,21.007987,105.848747,Euro 4,Customer,Customer,4.024,66.475,00:09:49,04:00:31,01/03/2026 16:47,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,23,21.007987,105.848747,21.026128,105.845692,Euro 4,Customer,Customer,2.912,69.387,00:10:01,04:10:32,01/03/2026 17:06,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,24,21.026128,105.845692,21.010025,105.849801,Euro 4,Customer,Customer,2.299,71.686,00:07:41,04:18:13,01/03/2026 17:23,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,25,21.010025,105.849801,21.023961,105.853357,Euro 4,Customer,Customer,2.928,74.614,00:08:12,04:26:25,01/03/2026 17:41,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,26,21.023961,105.853357,21.003402,105.851212,Euro 4,Customer,Customer,3.413,78.027,00:08:49,04:35:14,01/03/2026 17:59,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,27,21.003402,105.851212,21.016119,105.850496,Euro 4,Customer,Customer,1.688,79.715,00:04:47,04:40:01,01/03/2026 18:14,On Time,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,28,21.016119,105.850496,21.000871,105.850758,Euro 4,Customer,Customer,2.425,82.14,00:07:08,04:47:09,01/03/2026 18:31,Late,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,29,21.000871,105.850758,21.009339,105.85468,Euro 4,Customer,Customer,1.395,83.535,00:03:30,04:50:39,01/03/2026 18:45,Late,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,30,21.009339,105.85468,21.024506,105.851616,Euro 4,Customer,Customer,3.111,86.646,00:07:49,04:58:28,01/03/2026 19:02,Late,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,31,21.024506,105.851616,20.99116,105.842973,Euro 4,Customer,Customer,4.637,91.283,00:10:07,05:08:35,01/03/2026 19:22,Late,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,32,20.99116,105.842973,21.000667,105.844865,Euro 4,Customer,Customer,1.84,93.123,00:03:42,05:12:17,01/03/2026 19:36,Late,ROOFTOP,1
01/03/2025,Lê Quang Huy,Isuzu QKR (Euro 4),2022,D-03,33,21.000667,105.844865,21.016969,105.859141,Euro 4,Customer,Customer,3.364,96.487,00:07:54,05:20:11,01/03/2026 19:54,Late,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,2,21.042776,105.80316,21.082826,105.785658,Euro 2,Company,Customer,7.397,9.187,00:17:02,00:22:57,01/03/2026 09:17,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,3,21.082826,105.785658,21.0059,105.794806,Euro 2,Customer,Customer,10.626,19.813,00:21:23,00:44:20,01/03/2026 09:48,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,4,21.0059,105.794806,21.001064,105.800906,Euro 2,Customer,Customer,1.004,20.817,00:04:15,00:48:35,01/03/2026 10:02,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,5,21.001064,105.800906,20.994945,105.806923,Euro 2,Customer,Customer,1.956,22.773,00:07:27,00:56:02,01/03/2026 10:20,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,6,20.994945,105.806923,21.002702,105.802512,Euro 2,Customer,Customer,1.368,24.141,00:07:04,01:03:06,01/03/2026 10:37,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,7,21.002702,105.802512,20.995083,105.817542,Euro 2,Customer,Customer,3.399,27.54,00:11:37,01:14:43,01/03/2026 10:58,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,8,20.995083,105.817542,20.997245,105.799666,Euro 2,Customer,Customer,3.817,31.357,00:12:07,01:26:50,01/03/2026 11:20,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,9,20.997245,105.799666,21.005048,105.800901,Euro 2,Customer,Customer,1.51,32.867,00:05:53,01:32:43,01/03/2026 11:36,On Time,ROOFTOP,1
01/03/2025,Phạm Đức Bình,Hyundai Mighty N250SL,2013,D-04,10,21.005048,105.800901,20.993658,105.798685,Euro 2,Customer,Customer,2.266,35.133,00:08:12,01:40:55,01/03/2026 11:55,On Time,ROOFTOP,1
